"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0072001","renal system development","8/119","334/18860",0.0239520958083832,3.79610526845469,4.10839651331619,0.00127136906601912,0.0405067840401283,0.0345412595018387,"PLCE1/COL4A4/COL4A3/EYA1/WWTR1/SULF1/YAP1/EDNRA",8
"GO:0002063","chondrocyte development","3/119","35/18860",0.0857142857142857,13.5846338535414,5.93804582423306,0.00138347721607813,0.042466001864252,0.0362119389420195,"MATN1/SULF1/TGFBR2",3
"GO:0002431","Fc receptor mediated stimulatory signaling pathway","3/119","35/18860",0.0857142857142857,13.5846338535414,5.93804582423306,0.00138347721607813,0.042466001864252,0.0362119389420195,"PTPRC/VAV3/SYK",3
"GO:0098868","bone growth","3/119","35/18860",0.0857142857142857,13.5846338535414,5.93804582423306,0.00138347721607813,0.042466001864252,0.0362119389420195,"MATN1/LEPR/TGFBR2",3
"GO:0060415","muscle tissue morphogenesis","4/119","77/18860",0.051948051948052,8.23311142638874,5.06785837175549,0.0014298760539974,0.0432120292040258,0.0368480971695663,"TGFBR3/HEG1/COL3A1/EDNRA",4
"GO:0031099","regeneration","6/119","194/18860",0.0309278350515464,4.90167200900979,4.35273695681092,0.00145398959956728,0.0432120292040258,0.0368480971695663,"RUNX1/TGFBR3/PRRX1/ANXA1/APOD/YAP1",6
"GO:0048863","stem cell differentiation","7/119","265/18860",0.0264150943396226,4.18645948945616,4.16264790354031,0.00147029496549403,0.0432120292040258,0.0368480971695663,"PTPRC/TGFBR2/CHD4/FN1/MLLT3/YAP1/EDNRA",7
"GO:0040013","negative regulation of locomotion","9/119","424/18860",0.0212264150943396,3.3641192325987,3.92333493364662,0.00147645391797625,0.0432120292040258,0.0368480971695663,"DCN/TGFBR3/COL3A1/ARID4A/SULF1/APOD/IGFBP5/FBLN1/PTPRM",9
"GO:0001937","negative regulation of endothelial cell proliferation","4/119","78/18860",0.0512820512820513,8.12755871579401,5.02636031160416,0.0014999040952171,0.0433937770995567,0.0370030786466747,"COL4A3/SCG2/SULF1/PTPRM",4
"GO:0032743","positive regulation of interleukin-2 production","3/119","37/18860",0.0810810810810811,12.8503293209176,5.74941014679319,0.00162743029070789,0.0464173684004463,0.0395813789049244,"RUNX1/PTPRC/ANXA1",3
